,Unnamed: 0,date,province,latitude,longitude,confirmed,S,S_f,E,I,Q,R
2,2,2020-03-03,Jeju-do,33.488935999999995,126.500423,2.0,659785.7847842084,211.93743932880332,0.2430515681044651,0.034724894772727284,1.7244897959183674,0.2755102040816326
2,2,2020-03-03,Busan,35.179884,129.074796,85.625,3329597.545328384,43295.17778397474,12.054663742955274,9.59722389843611,74.13775510204081,11.487244897959185
2,2,2020-03-03,Jeollabuk-do,35.820308000000004,127.108791,6.875000000000001,1801503.1888404868,1482.533418260854,4.180516521832848,3.2222247303660563,5.168367346938776,1.7066326530612246
2,2,2020-03-03,Daegu,35.87215,128.601783,3113.5,2064127.448080714,361424.28540825157,1842.9818781012625,1491.7846329330594,2727.4795918367345,386.0204081632653
2,2,2020-03-03,Sejong,36.480132,127.28902099999999,1.0,330945.54950951674,53.17270271948942,0.2430628686440631,0.034724895090634436,0.8622448979591837,0.1377551020408163
2,2,2020-03-03,Chungcheongbuk-do,36.63568,127.49138400000001,11.874999999999998,1623088.9608699891,2891.761457372254,4.180448044569805,3.222224594234317,10.341836734693876,1.5331632653061225
2,2,2020-03-03,Ulsan,35.539797,129.31153799999998,22.625000000000004,1143236.830011156,3718.8924241432414,12.055341032892716,9.597223667916305,19.816326530612248,2.8086734693877546
2,2,2020-03-03,Chungcheongnam-do,36.658976,126.673318,79.375,2164192.83859944,23634.88436812416,51.42981016556118,41.472222270246796,69.77551020408163,9.599489795918366
2,2,2020-03-03,Gwangju,35.160467,126.85139199999999,9.0,1492315.9849217585,1674.737359060923,0.2429943896939965,0.03472479081325301,6.0357142857142865,2.9642857142857144
2,2,2020-03-03,Gyeonggi-do,37.275119000000004,127.00946599999999,95.125,13070820.401352568,167034.3217331324,27.80468967926463,22.34722461964609,75.84183673469387,19.28316326530612
2,2,2020-03-03,Gyeongsangbuk-do,36.576032,128.505599,615.5,2480951.4979222026,182948.22922237247,267.9881447581974,216.78471066697938,536.8316326530612,78.66836734693877
2,2,2020-03-03,Seoul,37.566953000000005,126.977977,95.75,9546509.858533692,115322.86450132266,39.6172405842209,31.909724399805945,74.10204081632655,21.647959183673468
2,2,2020-03-03,Jeollanam-do,34.816095000000004,126.463021,3.0,1772143.1557180432,853.566516419826,0.24304059565780864,0.03472494124365482,2.586734693877551,0.41326530612244894
3,3,2020-03-04,Daegu,35.87215,128.601783,3486.4461582332647,1903350.5695371185,522201.0456494875,1382.3547109358167,1579.58394422511,2905.6057792245183,580.8403790087464
3,3,2020-03-04,Busan,35.179884,129.074796,88.024305974609,3309769.11568548,63123.4702785323,9.17814615380703,10.211583859565902,71.24150714078978,16.782798833819243
3,3,2020-03-04,Jeju-do,33.488935999999995,126.500423,2.008681223693182,659690.9039038598,306.6794638679111,0.3211444855764291,0.08680656310566172,1.6099931770459517,0.3986880466472303
3,3,2020-03-04,Sejong,36.480132,127.28902099999999,1.0086812237726586,330921.63930385443,76.94403078507884,0.32117474828256404,0.08680938847899161,0.8093372004490434,0.19934402332361514
3,3,2020-03-04,Chungcheongbuk-do,36.63568,127.49138400000001,12.680556148558578,1621697.1090663942,4283.4746047002445,3.2739923003265967,3.4617804568181896,10.40869025934575,2.271865889212828
3,3,2020-03-04,Gyeongsangnam-do,35.238294,128.692397,69.6961810038153,3302029.7265591808,47874.85875872287,12.131861549624846,13.586639543291069,56.02052502713891,13.675655976676385
3,3,2020-03-04,Jeollabuk-do,35.820308000000004,127.108791,7.680556182591514,1800729.0872471088,2256.4962246665364,3.2741743638692444,3.4617976782327537,5.6047544333203785,2.075801749271137
3,3,2020-03-04,Seoul,37.566953000000005,126.977977,103.7274310999515,9489685.093842607,172147.4919195265,29.850203320205413,33.83660344590968,76.78646900082612,26.94096209912536
3,3,2020-03-04,Daejeon,36.350621000000004,127.384744,13.008681175211231,1504456.0827238609,4530.501008782562,0.3208110626511964,0.08677511852274779,10.417208872004236,2.5914723032069973
3,3,2020-03-04,Gyeongsangbuk-do,36.576032,128.505599,669.6961776667448,2395061.718579063,268837.87906742806,201.1206066524162,229.58556918978385,552.6826937017304,117.01348396501456
3,3,2020-03-04,Gwangju,35.160467,126.85139199999999,9.008681197703314,1491567.4475534274,2423.135980843829,0.3209923402798787,0.08679219053343888,5.613273034438008,3.3954081632653064
3,3,2020-03-04,Gangwon-do,37.885369,127.729868,28.383680797911172,1510572.1403051475,6348.443533402336,23.945714897861343,27.08676575407535,24.760867386832462,3.6228134110787167
3,3,2020-03-04,Jeollanam-do,34.816095000000004,126.463021,3.0086812353109136,1771761.4746631237,1235.108737128833,0.3211146574241341,0.08680385484719327,2.410649165340068,0.5980320699708455
3,3,2020-03-04,Incheon,37.456188,126.70591999999999,6.008681232307236,2940579.2127862894,3414.370680266771,0.3210540353009864,0.08679817634574391,4.01196111568916,1.996720116618076
3,3,2020-03-04,Chungcheongnam-do,36.658976,126.673318,89.7430555675617,2152036.748272424,35790.837276473576,38.70977629098543,43.96161924407539,75.15960075706606,14.583454810495624
3,3,2020-03-04,Gyeonggi-do,37.275119000000004,127.00946599999999,100.71180615491151,12991259.229852082,246595.356052701,20.9906981761348,23.711590884550727,76.01136883712726,24.700437317784253
3,3,2020-03-04,Ulsan,35.539797,129.31153799999998,25.024305916979078,1141367.2284627743,5588.355519231929,9.1799590674086,10.211753009160407,20.80018055254759,4.224125364431487
4,4,2020-03-05,Jeollabuk-do,35.820308000000004,127.108791,8.546005602149705,1799890.1802838843,3095.264459360995,2.5943593024444382,3.4148918496418768,6.069864250498539,2.476141351651164
4,4,2020-03-05,Gwangju,35.160467,126.85139199999999,9.030379245336674,1490871.4931801634,3118.9516757613837,0.37942260188790494,0.14534222797004884,5.234023008182938,3.796356237153736
4,4,2020-03-05,Gyeongsangbuk-do,36.576032,128.505599,727.0925699641907,2310310.3663631445,353589.10617231345,150.9655660228351,222.46932855544202,570.6017507347668,156.49081922942386
4,4,2020-03-05,Daejeon,36.350621000000004,127.384744,13.03037495484192,1503156.599844044,5829.845398516316,0.3790983802370035,0.14528410455485996,9.694816303634619,3.3355586512072994
4,4,2020-03-05,Incheon,37.456188,126.70591999999999,6.030380776393673,2939597.8409268563,4395.6037978734985,0.3795323531665569,0.14536214108455453,3.7470920086549415,2.28328876773873
4,4,2020-03-05,Seoul,37.566953000000005,126.977977,112.18658196142893,9431229.816235378,230602.6330544416,22.524124802849908,32.84000341448361,79.76087207653026,32.42570988489866
4,4,2020-03-05,Chungcheongbuk-do,36.63568,127.49138400000001,13.546001262763125,1620297.5086778281,5682.9364535194445,2.594033971826605,3.4148334176952915,10.530657497882745,3.0153437648803814
4,4,2020-03-05,Gyeonggi-do,37.275119000000004,127.00946599999999,106.6397038760492,12912012.211145442,325842.2383965253,15.879386447399902,23.031367707446748,76.5098830698987,30.129820806150487
4,4,2020-03-05,Jeju-do,33.488935999999995,126.500423,2.030382864469597,659602.3210499757,395.1234815118037,0.3796946043456502,0.14539104372335354,1.5166953051762275,0.5136875592933696
4,4,2020-03-05,Ulsan,35.539797,129.31153799999998,27.57724416926918,1139408.9800580298,7546.465692562049,7.02320071510319,9.953804523722457,21.867391622512866,5.7098525467563155
4,4,2020-03-05,Sejong,36.480132,127.28902099999999,1.0303835708924065,330899.1887485202,99.25571835657496,0.3797488239002097,0.14540072842988472,0.7732297475367168,0.2571538233556897
4,4,2020-03-05,Daegu,35.87215,128.601783,3881.3421442895424,1753404.504899589,672147.0009835346,1036.8753366840224,1530.2766359027867,3092.9584953361878,788.383648953355
4,4,2020-03-05,Gyeongsangnam-do,35.238294,128.692397,73.09284088963805,3287037.1007806663,62867.34758651316,9.23584688621168,13.22294504487451,55.41571883959461,17.67712205004345
4,4,2020-03-05,Jeollanam-do,34.816095000000004,126.463021,3.030382199022712,1771405.8114706324,1590.6331247130586,0.379640899984502,0.1453815554914285,2.2601609029561467,0.7702212960665646
4,4,2020-03-05,Busan,35.179884,129.074796,90.5772019395005,3290801.647882773,82090.8017330953,7.019957758601388,9.953224433126184,68.70572402419627,21.871477915304226
4,4,2020-03-05,Gangwon-do,37.885369,127.729868,35.15537223643001,1507493.1049875738,9427.340527900611,18.09760924937789,26.301503040021853,29.763925440577548,5.391446795852464
4,4,2020-03-05,Chungcheongnam-do,36.658976,126.673318,100.73346037858057,2139050.7981831226,48776.65070337476,29.16899461827609,42.6486585058029,80.7814626568659,19.951997721714626
5,5,2020-03-06,Gyeongsangbuk-do,36.576032,128.505599,782.7099021030513,2226590.4607889373,437308.8909643885,113.3449566486178,204.59338792229028,585.4618149640013,197.2480871390501
5,5,2020-03-06,Seoul,37.566953000000005,126.977977,120.3965828150498,9370972.75378197,290859.5598590771,17.02874237419184,30.261033761575185,82.27366778182757,38.12291503322225
5,5,2020-03-06,Sejong,36.480132,127.28902099999999,1.0667337529998775,330877.7346689129,120.57093943503295,0.4236701467757768,0.203987752297466,0.7543492333915653,0.3123845196083123
5,5,2020-03-06,Gangwon-do,37.885369,127.729868,41.73074799643547,1503808.693012708,13111.614455975627,13.711253727695755,24.250529592360856,34.213306526256034,7.517441470179431
5,5,2020-03-06,Jeollabuk-do,35.820308000000004,127.108791,9.39972856456017,1798982.3024150769,4003.003662974496,2.0844346707801393,3.209758712842517,6.490025480730541,2.9097030838296307
5,5,2020-03-06,Chungcheongbuk-do,36.63568,127.49138400000001,14.399709617186947,1618882.8178263928,7097.488882377078,2.0839480564547124,3.20963355622812,10.632176031029227,3.76753358615772
5,5,2020-03-06,Gyeonggi-do,37.275119000000004,127.00946599999999,112.39754580291088,12832751.545195252,405102.76879877097,12.045087779791231,21.243372392435035,76.80273334891048,35.5948124540004
5,5,2020-03-06,Busan,35.179884,129.074796,93.06550804778205,3272591.330594583,100300.98343860073,5.400551004138746,9.219907764494987,66.2864784164638,26.779029631318245
5,5,2020-03-06,Daejeon,36.350621000000004,127.384744,13.066695980980635,1501947.8302658226,7038.476603877045,0.4226966460318645,0.20373767347539584,9.038650450942294,4.028045530038344
5,5,2020-03-06,Chungcheongnam-do,36.658976,126.673318,111.39562500503126,2125216.1800236176,62611.133008374825,22.01260046891881,39.2787425339212,85.67352280782622,25.722102197205054
5,5,2020-03-06,Gyeongsangnam-do,35.238294,128.692397,76.39857715085671,3272269.2505502496,77635.06147540809,7.063226686685632,12.226170505208804,54.76318946941361,21.635387681443067
5,5,2020-03-06,Ulsan,35.539797,129.31153799999998,30.0656953001998,1137354.889907153,9600.417844422394,5.405399552379488,9.22115357156764,22.79388620897827,7.2718090912215185
5,5,2020-03-06,Jeju-do,33.488935999999995,126.500423,2.066730625400436,659518.8707806112,478.43493290655135,0.42358892302722745,0.20396693387892773,1.4447076871659068,0.6220229382345287
5,5,2020-03-06,Incheon,37.456188,126.70591999999999,6.0667213116648115,2938681.434578421,5311.871449857019,0.4233457156534811,0.20390469410505516,3.5157831147364416,2.5509381969283687
5,5,2020-03-06,Gwangju,35.160467,126.85139199999999,9.066714802329187,1490222.7301794419,3767.5760615464283,0.4231818877281643,0.20386232144951288,4.896499778876668,4.170215023452517
5,5,2020-03-06,Jeollanam-do,34.816095000000004,126.463021,3.0667275878955684,1771072.3842758534,1923.921541891504,0.4235082756607348,0.20394639161469685,2.135066227332137,0.9316613605634324
5,5,2020-03-06,Daegu,35.87215,128.601783,4263.911303265239,1613905.173805422,811646.2311668831,777.7574133313142,1406.9263110980953,3254.6020475021564,1009.3092557630824
6,6,2020-03-07,Busan,35.179884,129.074796,95.37048498890579,3255098.538039804,117793.64114559664,4.1852610360722124,8.265068574405928,63.8567068992687,31.51377808963709
6,6,2020-03-07,Seoul,37.566953000000005,126.977977,127.96184125544363,9309290.964978335,352541.2138628627,12.90635662781399,26.952960914729353,83.96223566637654,43.999605589067066
6,6,2020-03-07,Gyeongsangnam-do,35.238294,128.692397,79.45511977715891,3257736.16239586,92168.0138883447,5.433161468477571,10.93543455057801,53.90807570504342,25.54704407211547
6,6,2020-03-07,Daejeon,36.350621000000004,127.384744,13.117630399349485,1500821.4008024859,8164.767803392045,0.4552863059367071,0.258477416614513,8.443966979958121,4.673663419391365
6,6,2020-03-07,Sejong,36.480132,127.28902099999999,1.1177306910742442,330856.8022195841,141.36453905897915,0.4566023148902366,0.2589083509170437,0.7514640833665344,0.36626660770770986
6,6,2020-03-07,Jeju-do,33.488935999999995,126.500423,2.1177223588701675,659439.3819638418,557.7849489179798,0.4564924502153759,0.2588724311660027,1.3925060144095025,0.7252163444606649
6,6,2020-03-07,Gyeonggi-do,37.275119000000004,127.00946599999999,117.70838890101965,12753687.33605828,484166.8432028099,9.168548767697278,18.943801239274087,76.62766692209706,41.080721978922575
6,6,2020-03-07,Daegu,35.87215,128.601783,4615.642881039763,1484593.5205347275,940957.7913347066,583.4111628693212,1249.6340866564,3373.8620504550977,1241.7808305846652
6,6,2020-03-07,Chungcheongbuk-do,36.63568,127.49138400000001,15.202118006243978,1617455.8096689212,8524.358735703132,1.7012651876179108,2.928212181284768,10.675143275012742,4.5269747312312365
6,6,2020-03-07,Gwangju,35.160467,126.85139199999999,9.117680382691564,1489615.9564522703,4374.211232892425,0.4559422414642781,0.2586922130191757,4.597715375033571,4.519965007657993
6,6,2020-03-07,Jeollanam-do,34.816095000000004,126.463021,3.1177141857992434,1770757.4434295837,2238.723636159515,0.4563832083416929,0.2588368626262063,2.0335480947120868,1.0841660910871562
6,6,2020-03-07,Gyeongsangbuk-do,36.576032,128.505599,833.8582490836238,2144357.3843139084,519541.8509335045,85.12522339982272,181.78128010387212,594.7914608757167,239.0667882079073
6,6,2020-03-07,Incheon,37.456188,126.70591999999999,6.117697485191075,2937821.758362845,6171.4090113545335,0.4561633654227978,0.2587649494921616,3.315631922924388,2.802065562266686
6,6,2020-03-07,Ulsan,35.539797,129.31153799999998,32.370983693091695,1135218.6223520418,11736.547644290598,4.191804907675092,8.267215066770602,23.471039872657446,8.899943820434252
6,6,2020-03-07,Gangwon-do,37.885369,127.729868,47.79338039452568,1499593.2116090788,17326.958143420394,10.421156480033137,21.615710626194577,37.832131315327956,9.96124907919772
6,6,2020-03-07,Chungcheongnam-do,36.658976,126.673318,121.21531063851157,2110673.7726069815,77153.40543119871,16.64444416390701,34.9622070176706,89.37367109789034,31.84163954062121
6,6,2020-03-07,Jeollabuk-do,35.820308000000004,127.108791,10.202168242770801,1798012.283252276,4972.884229124413,1.7019226543050876,2.9284277023269225,6.8288919103175605,3.3732763324532407
7,7,2020-03-08,Jeollanam-do,34.816095000000004,126.463021,3.1824234014557944,1770457.5089249082,2538.519413013385,0.4810152280648599,0.3082234490550779,1.9530038750320609,1.2294195264237338
7,7,2020-03-08,Gangwon-do,37.885369,127.729868,53.19730805107432,1494953.2821420291,21966.75027254556,7.9532052844692975,18.817072089654214,40.533763877924606,12.663544173149715
7,7,2020-03-08,Chungcheongbuk-do,36.63568,127.49138400000001,15.934171051565167,1616024.3288327046,9955.701387238052,1.4141335725286734,2.6214754328680536,10.644686086404453,5.289484965160718
7,7,2020-03-08,Busan,35.179884,129.074796,97.43675213250728,3238316.870962508,134575.1740810549,3.27308761448933,7.245116689822497,61.36178069292242,36.07497143958485
7,7,2020-03-08,Seoul,37.566953000000005,126.977977,134.70008148412595,9246809.61312619,415022.43178416014,9.813698321049646,23.44130984300051,84.70317334746056,49.996908136665404
7,7,2020-03-08,Daejeon,36.350621000000004,127.384744,13.182249753503113,1499769.550865576,9216.479578092703,0.4796269390591725,0.3076796389450615,7.905445835543312,5.276803917959802
7,7,2020-03-08,Jeollabuk-do,35.820308000000004,127.108791,10.934275168352533,1796992.346262191,5992.68269579251,1.4149654077094755,2.621801440321464,7.0732208423051794,3.861054326047352
7,7,2020-03-08,Gwangju,35.160467,126.85139199999999,9.182353435946355,1489046.3465889816,4943.6825956406865,0.4804572218679712,0.3080047201304513,4.3339801872145385,4.8483732487318205
7,7,2020-03-08,Incheon,37.456188,126.70591999999999,6.182388722564116,2937011.1711660167,6981.857593853935,0.4807368536903432,0.30811455347482064,3.1434923086599724,3.0388964139041423
7,7,2020-03-08,Daegu,35.87215,128.601783,4928.051402703863,1365105.90391757,1060445.3220867242,437.6442372921005,1083.0783557096304,3445.2804256581194,1482.7709770457434
7,7,2020-03-08,Gyeongsangbuk-do,36.576032,128.505599,879.3035691095919,2064237.242752996,599661.8801887779,63.95622318887007,157.61726592785982,597.7516765534191,281.55189255617285
7,7,2020-03-08,Sejong,36.480132,127.28902099999999,1.1824577788035049,330835.95058862877,162.07732891905138,0.4812928314516344,0.3083318419103419,0.7625151651410428,0.4199426136624623
7,7,2020-03-08,Jeju-do,33.488935999999995,126.500423,2.182440466661668,659362.7675432953,634.2605851015518,0.4811537008151163,0.308277435928346,1.3577594068860388,0.8246810597756293
7,7,2020-03-08,Gyeongsangnam-do,35.238294,128.692397,82.18897841480339,3243487.504885859,106416.53624742136,4.2100220254475405,9.5598662800529,52.79135750661339,29.397620908190003
7,7,2020-03-08,Chungcheongnam-do,36.658976,126.673318,129.95586239292922,2095634.5508880613,92192.49306103316,12.6174222084766,30.382766304229705,91.73038920245871,38.22547319047053
7,7,2020-03-08,Gyeonggi-do,37.275119000000004,127.00946599999999,122.44433921083817,12675282.5871933,562571.4581478478,7.010331517340332,16.499988121379882,75.89021245176579,46.55412675907237
7,7,2020-03-08,Ulsan,35.539797,129.31153799999998,34.43778745978435,1133023.7673554874,13931.265139126748,3.2813553989551467,7.248362526996724,23.86134079130314,10.576446668481212
8,8,2020-03-09,Seoul,37.566953000000005,126.977977,140.5604089448761,9184222.808869492,477609.10299026937,7.4933243294416245,20.034406962512797,84.51327414053493,56.04713480434114
8,8,2020-03-09,Daegu,35.87215,128.601783,5198.82099163127,1254966.6207981366,1170584.5260288848,328.3123552417558,921.719826105248,3469.958555609947,1728.8624360213234
8,8,2020-03-09,Sejong,36.480132,127.28902099999999,1.259540739281091,330814.7958034058,183.09328162299633,0.4998021425844366,0.35157208929566497,0.7851327566799824,0.4744079826011082
8,8,2020-03-09,Jeollanam-do,34.816095000000004,126.463021,3.259479263719564,1770169.4858525475,2826.4037805797284,0.4994662151809625,0.3514213938075234,1.8905594605078255,1.3689198032117382
8,8,2020-03-09,Busan,35.179884,129.074796,99.24803130496291,3222254.1916238093,150637.71995516322,2.588280301205061,6.252109420989206,58.7900755301693,40.457955774793604
8,8,2020-03-09,Ulsan,35.539797,129.31153799999998,36.24987809153353,1130797.163272289,16157.731981085075,2.5982577892688736,6.256610744986329,23.969049937959237,12.280828153574294
8,8,2020-03-09,Daejeon,36.350621000000004,127.384744,13.259169663239376,1498785.200305513,10200.692070829797,0.497787529672442,0.35066646397358925,7.417691042740768,5.841478620498608
8,8,2020-03-09,Chungcheongbuk-do,36.63568,127.49138400000001,16.589539909782182,1614598.1733494003,11381.71880569835,1.1986650233161338,2.3196399677832087,10.539720224164004,6.0498196856181785
8,8,2020-03-09,Gyeonggi-do,37.275119000000004,127.00946599999999,126.56933624118312,12598081.658180837,639772.2540465789,5.390862369299394,14.127573970369994,74.59448002127034,51.97485621991278
8,8,2020-03-09,Gyeongsangnam-do,35.238294,128.692397,84.57894498481663,3229587.348406252,120316.55815507624,3.292088471195012,8.222405216401564,51.410512826154225,33.168432158662384
8,8,2020-03-09,Jeollabuk-do,35.820308000000004,127.108791,11.589725528432893,1795936.6502750944,7048.240236474987,1.1996704698521827,2.3200924321684666,7.2234411422208895,4.366284386212008
8,8,2020-03-09,Chungcheongnam-do,36.658976,126.673318,137.55155396898664,2080326.5207036803,107500.39009196372,9.59622010693518,25.941430280291428,92.77391012119764,44.777643847789
8,8,2020-03-09,Gyeongsangbuk-do,36.576032,128.505599,918.7078855915566,1986830.119437381,677068.8952911043,48.07538068010343,134.20200524311235,594.4594447101398,324.248440881417
8,8,2020-03-09,Jeju-do,33.488935999999995,126.500423,2.2595098256437547,659288.0687710778,708.8205887577573,0.4996338368047753,0.3514965021500386,1.3378459510905512,0.9216638745532036
8,8,2020-03-09,Incheon,37.456188,126.70591999999999,6.2594173609328205,2936242.8064660938,7750.083716926818,0.4991294905650928,0.3512701285287013,2.9959857821243934,3.2634315788084263
8,8,2020-03-09,Gangwon-do,37.885369,127.729868,57.90157607348788,1490004.048033333,26915.847459663462,6.101825541810633,16.101105388357986,42.34276305191498,15.558813021572902
8,8,2020-03-09,Gwangju,35.160467,126.85139199999999,9.259354615978973,1488509.5374792863,5480.353256694076,0.4987915583631338,0.3511178455648313,4.101411353874683,5.157943262104286
9,9,2020-03-10,Gyeongsangnam-do,35.238294,128.692397,86.63454628891701,3216099.5534748174,133804.21907936974,2.6030734943192986,6.989826030099923,49.79393464267218,36.840611646244824
9,9,2020-03-10,Daegu,35.87215,128.601783,5429.250948157583,1153632.2624024516,1271918.811411927,246.3072790741796,773.3679583893747,3452.534329592692,1976.7166185648914
9,9,2020-03-10,Gwangju,35.160467,126.85139199999999,9.347134077370178,1488001.6511833055,5988.101152943218,0.5124934004840103,0.3880362737644069,3.8962328614177,5.450901215952479
9,9,2020-03-10,Chungcheongnam-do,36.658976,126.673318,144.0369115390595,2064965.3351331053,122861.4434614462,7.329366172436037,21.85512773695236,92.63255982547065,51.40435171358883
9,9,2020-03-10,Sejong,36.480132,127.28902099999999,1.3474337616050067,330793.0192838632,204.7309773475625,0.5136754249752743,0.3886296026178579,0.8169448678124713,0.5304888937925355
9,9,2020-03-10,Gyeongsangbuk-do,36.576032,128.505599,952.2583869023348,1912626.04111068,751272.8693582923,36.160795022640784,112.67034910236013,585.5485571130507,366.7098297892841
9,9,2020-03-10,Jeju-do,33.488935999999995,126.500423,2.347383951181264,659214.471133911,782.2794727702089,0.5134785319307,0.3885308358137228,1.3301596515501644,1.0172242996311
9,9,2020-03-10,Busan,35.179884,129.074796,100.81105866021021,3206921.53149776,165970.24726485412,2.0740265848728394,5.33615214104317,56.15381177611879,44.65724688409141
9,9,2020-03-10,Ulsan,35.539797,129.31153799999998,37.81403077778012,1128565.0241783622,18389.73409801781,2.0856703359864976,5.342022506056965,23.821127628637303,13.992903149142814
9,9,2020-03-10,Gangwon-do,37.885369,127.729868,61.92685242057738,1484855.6812877378,32064.077727780088,4.712846634601924,13.601285426721148,43.34355632386768,18.583296096709688
