,date,province,latitude,longitude,confirmed,S,S_f,E,I,Q,R
0,2020-03-01,Sejong,36.480132,127.289021,1.0,330999.0,0.0,0.0,0.0,1.0,0.0
1,2020-03-02,Sejong,36.480132,127.289021,1.0,330971.2894318915,27.57166852809611,0.13889958036253774,0.0,0.9285714285714286,0.07142857142857142
2,2020-03-03,Sejong,36.480132,127.289021,1.0,330945.54950951674,53.172702719489415,0.24306286864406312,0.034724895090634436,0.8622448979591837,0.1377551020408163
3,2020-03-04,Sejong,36.480132,127.289021,1.0086812237726586,330921.6393038544,76.94403078507885,0.32117474828256404,0.08680938847899161,0.8093372004490434,0.19934402332361514
4,2020-03-05,Sejong,36.480132,127.289021,1.0303835708924065,330899.1887485202,99.25571835657497,0.3797488239002097,0.14540072842988472,0.7732297475367168,0.2571538233556897
5,2020-03-06,Sejong,36.480132,127.289021,1.0667337529998777,330877.7346689129,120.57093943503295,0.42367014677577675,0.20398775229746596,0.7543492333915653,0.3123845196083123
6,2020-03-07,Sejong,36.480132,127.289021,1.1177306910742442,330856.8022195841,141.36453905897915,0.4566023148902366,0.2589083509170437,0.7514640833665344,0.36626660770770986
7,2020-03-08,Sejong,36.480132,127.289021,1.182457778803505,330835.95058862877,162.07732891905135,0.4812928314516344,0.3083318419103419,0.7625151651410428,0.4199426136624623
8,2020-03-09,Sejong,36.480132,127.289021,1.2595407392810907,330814.7958034058,183.0932816229963,0.49980214258443656,0.351572089295665,0.7851327566799824,0.4744079826011082
9,2020-03-10,Sejong,36.480132,127.289021,1.3474337616050067,330793.0192838632,204.73097734756251,0.5136754249752743,0.3886296026178579,0.8169448678124713,0.5304888937925355
10,2020-03-11,Sejong,36.480132,127.289021,1.4445911622594712,330770.3678945235,227.2435518258496,0.5240714301247599,0.419891058207212,0.8557490636231878,0.5888420986362835
11,2020-03-12,Sejong,36.480132,127.289021,1.5495639268112744,330746.6492584416,250.82338236280006,0.5318591175577279,0.44593615118659896,0.8995968950590488,0.6499670317522255
12,2020-03-13,Sejong,36.480132,127.289021,1.6610479646079241,330721.7247431896,275.60910182514664,0.5376901278038057,0.4674168927793812,0.9468240117800523,0.7142239528278718
13,2020-03-14,Sejong,36.480132,127.289021,1.7779021878027694,330695.5016171352,301.69344234111804,0.5420531342483645,0.4849852015354873,0.9960479484191795,0.7818542393835898
14,2020-03-15,Sejong,36.480132,127.289021,1.8991484881866412,330667.92526783515,329.1310168880789,0.5453146037950435,0.4992521847137066,1.04614796677311,0.8530005214135312
15,2020-03-16,Sejong,36.480132,127.289021,2.0239615343650676,330638.9719776197,357.9455436922469,0.5477493641624978,0.5107677894840408,1.0962361581820288,0.9277253761830391
16,2020-03-17,Sejong,36.480132,127.289021,2.151653481736078,330608.642497475,388.1362723336376,0.5495635263859572,0.520013183153655,1.1456255228257513,1.006027958910327
17,2020-03-18,Sejong,36.480132,127.289021,2.281656777524492,330576.95650255895,419.6835282204264,0.5509116740506879,0.5274007689617305,1.1937984241266113,1.0878583533978805
18,2020-03-19,Sejong,36.480132,127.289021,2.4135069697649243,330543.9479188897,452.55338589226847,0.551909752936949,0.5332784952339699,1.2403773003580003,1.1731296694069242
19,2020-03-20,Sejong,36.480132,127.289021,2.546826593573417,330509.6610587982,486.7015335621311,0.552644736331835,0.5379363096597146,1.2850985455694928,1.2617280480039241
20,2020-03-21,Sejong,36.480132,127.289021,2.6813106709883456,330474.14747756225,522.0764164778866,0.5531818724238832,0.5416134163277447,1.3277898697294577,1.353520801258888
21,2020-03-22,Sejong,36.480132,127.289021,2.816714025070282,330437.4634550965,558.6217552293485,0.5535701185563364,0.5445055303517794,1.3683510902592897,1.448362934810992
22,2020-03-23,Sejong,36.480132,127.289021,2.9528404076582264,330399.6680079056,596.2785337933,0.5538462158814486,0.5467716774029187,1.4067381092572853,1.5461022984009414
23,2020-03-24,Sejong,36.480132,127.289021,3.089533327008956,330360.8213433036,634.9865453126658,0.5540377445336392,0.5485403120225512,1.4429497350896374,1.6465835919193188
24,2020-03-25,Sejong,36.480132,127.289021,3.226668405014594,330320.98367734,674.6855741703321,0.5541654143736667,0.5499146701503231,1.4770169748745867,1.7496514301400072
